Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0034446~substrate adhesion-dependent cell spreading	4	0.01555330896648262	0.0037125259024887694	SRCIN1, EPHB3, SRC, SRGAP2	139	38	16792	12.716395304808785	0.9699143580847871	0.9699143580847871	5.66504373722998
GOTERM_BP_DIRECT	GO:0042127~regulation of cell proliferation	7	0.027218290691344585	0.004269661863502888	BID, TNFRSF1A, PPP1R9B, ARHGEF2, FYN, S100A11, SRC	139	185	16792	4.571028582539374	0.9822369057411451	0.8667217412371586	6.4887948573026595
GOTERM_BP_DIRECT	GO:0060996~dendritic spine development	3	0.011664981724861965	0.004928680395028902	EPHB3, EPHB1, SRGAP2	139	13	16792	27.87825124515772	0.9904793879977768	0.788055758090846	7.454488990093022
GOTERM_BP_DIRECT	GO:0046847~filopodium assembly	3	0.011664981724861965	0.008410930916536424	S1PR2, PPP1R9B, SRGAP2	139	17	16792	21.318662716885314	0.9996496595832743	0.8631885138506161	12.404083172277025
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	5	0.019441636208103272	0.009005394042184419	ADAM33, ITGA3, ADAM22, SRC, ADAM15	139	99	16792	6.10130077755977	0.9998008612639406	0.8181006491173456	13.223859910558067
GOTERM_BP_DIRECT	GO:0046835~carbohydrate phosphorylation	3	0.011664981724861965	0.01515217872224039	ADK, PFKFB2, HK1	139	23	16792	15.757272442915234	0.9999994328224527	0.9090184834518872	21.289596278784106
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	9	0.034994945174585894	0.018299620541190352	GPR155, ARHGEF2, NUAK2, FYN, PPP1R1B, SH2D6, DEPTOR, SRC, NEK11	139	403	16792	2.6978952817894566	0.999999972191392	0.9167091995859159	25.142527053592456
GOTERM_BP_DIRECT	GO:0070555~response to interleukin-1	3	0.011664981724861965	0.029981997231196905	SRC, CITED1, GHR	139	33	16792	10.982341399607586	0.999999999999648	0.9722463055397317	37.95374659271429
GOTERM_BP_DIRECT	GO:0002070~epithelial cell maturation	2	0.00777665448324131	0.0324726444765358	TFCP2L1, TMEM79	139	4	16792	60.40287769784173	0.9999999999999688	0.9684193928217579	40.405126968723
GOTERM_BP_DIRECT	GO:0048013~ephrin receptor signaling pathway	4	0.01555330896648262	0.033905094680407345	FYN, EPHB3, EPHB1, SRC	139	86	16792	5.618872343985276	0.9999999999999922	0.961197081245166	41.77361371971323
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	5	0.019441636208103272	0.03753623318622678	FYN, EFEMP1, EPHB3, EPHB1, SRC	139	153	16792	3.94790050312691	0.9999999999999998	0.9622341305955641	45.111955805036544
GOTERM_BP_DIRECT	GO:0006068~ethanol catabolic process	2	0.00777665448324131	0.0404258714884368	ALDH1B1, ALDH3B1	139	5	16792	48.32230215827338	1.0	0.9608109599892831	47.63962835778369
GOTERM_BP_DIRECT	GO:0007411~axon guidance	5	0.019441636208103272	0.04225615375962429	NCAM1, SCN1B, FYN, EPHB3, EPHB1	139	159	16792	3.798923125650423	1.0	0.9562175038637744	49.18381977054822
GOTERM_BP_DIRECT	GO:0050428~3'-phosphoadenosine 5'-phosphosulfate biosynthetic process	2	0.00777665448324131	0.04831419159759746	PAPSS1, PAPSS2	139	6	16792	40.26858513189449	1.0	0.9642787989848028	53.99625579489149
GOTERM_BP_DIRECT	GO:0006896~Golgi to vacuole transport	2	0.00777665448324131	0.04831419159759746	VPS54, VTI1B	139	6	16792	40.26858513189449	1.0	0.9642787989848028	53.99625579489149
GOTERM_BP_DIRECT	GO:0016477~cell migration	5	0.019441636208103272	0.05357891469083155	PPP1R9B, FYN, EPHB3, MDK, ELMO1	139	172	16792	3.511795214990798	1.0	0.9685152113061941	57.82853627470692
GOTERM_BP_DIRECT	GO:0044539~long-chain fatty acid import	2	0.00777665448324131	0.05613813068959737	ACSL1, SPX	139	7	16792	34.51593011305242	1.0	0.9666777363092458	59.58149209211123
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	9	0.034994945174585894	0.062382890277498264	NR1D1, ESRRG, RUNX1, RUNX2, MDK, SRC, TP53INP2, CITED1, CITED2	139	515	16792	2.1111685408954393	1.0	0.9718236387623683	63.576812053985336
GOTERM_BP_DIRECT	GO:0060972~left/right pattern formation	2	0.00777665448324131	0.06389821040205546	DNAAF1, CITED2	139	8	16792	30.201438848920866	1.0	0.9684324445780339	64.48890932703661
GOTERM_BP_DIRECT	GO:0021952~central nervous system projection neuron axonogenesis	2	0.00777665448324131	0.06389821040205546	EPHB3, EPHB1	139	8	16792	30.201438848920866	1.0	0.9684324445780339	64.48890932703661
GOTERM_BP_DIRECT	GO:0000103~sulfate assimilation	2	0.00777665448324131	0.06389821040205546	PAPSS1, PAPSS2	139	8	16792	30.201438848920866	1.0	0.9684324445780339	64.48890932703661
GOTERM_BP_DIRECT	GO:0007417~central nervous system development	4	0.01555330896648262	0.07635278941500812	FYN, ADAM22, SRC, CITED2	139	120	16792	4.026858513189449	1.0	0.9805091900045682	71.21555334236415
GOTERM_BP_DIRECT	GO:0022407~regulation of cell-cell adhesion	2	0.00777665448324131	0.07922885733027342	EPHB3, SRC	139	10	16792	24.16115107913669	1.0	0.9795098534723369	72.58922028342207
GOTERM_BP_DIRECT	GO:0071803~positive regulation of podosome assembly	2	0.00777665448324131	0.07922885733027342	MSN, SRC	139	10	16792	24.16115107913669	1.0	0.9795098534723369	72.58922028342207
GOTERM_BP_DIRECT	GO:0050900~leukocyte migration	4	0.01555330896648262	0.07934712615037948	FYN, ITGA3, MSN, SRC	139	122	16792	3.960844439202736	1.0	0.975484246409756	72.6443720035326
GOTERM_BP_DIRECT	GO:0007612~learning	3	0.011664981724861965	0.07987129953942342	PPP1R9B, FYN, SHANK2	139	57	16792	6.358197652404392	1.0	0.9716820499505284	72.88755897689879
GOTERM_BP_DIRECT	GO:0006081~cellular aldehyde metabolic process	2	0.00777665448324131	0.08680044698935364	ALDH7A1, ALDH3B1	139	11	16792	21.964682799215176	1.0	0.9757390481942421	75.9178624441463
GOTERM_BP_DIRECT	GO:0061099~negative regulation of protein tyrosine kinase activity	2	0.00777665448324131	0.08680044698935364	SRCIN1, MVP	139	11	16792	21.964682799215176	1.0	0.9757390481942421	75.9178624441463
GOTERM_BP_DIRECT	GO:0019674~NAD metabolic process	2	0.00777665448324131	0.08680044698935364	NMNAT3, NADK2	139	11	16792	21.964682799215176	1.0	0.9757390481942421	75.9178624441463
GOTERM_BP_DIRECT	GO:0038096~Fc-gamma receptor signaling pathway involved in phagocytosis	4	0.01555330896648262	0.08705308539642052	MYO10, FYN, SRC, ELMO1	139	127	16792	3.80490568175381	1.0	0.9719787912954498	76.02211232681486
GOTERM_BP_DIRECT	GO:0051289~protein homotetramerization	3	0.011664981724861965	0.08720408741145154	SHMT2, CTH, ACACB	139	60	16792	6.040287769784173	1.0	0.967872235010752	76.0842206036398
GOTERM_BP_DIRECT	GO:0051965~positive regulation of synapse assembly	3	0.011664981724861965	0.09220057039500794	SLITRK4, EPHB3, EPHB1	139	62	16792	5.84543977721049	1.0	0.969943253961056	78.05637554954392
GOTERM_BP_DIRECT	GO:0007613~memory	3	0.011664981724861965	0.09220057039500794	ITGA3, SHANK2, VLDLR	139	62	16792	5.84543977721049	1.0	0.969943253961056	78.05637554954392
GOTERM_BP_DIRECT	GO:0006590~thyroid hormone generation	2	0.00777665448324131	0.09431022222978873	TPO, IYD	139	12	16792	20.134292565947245	1.0	0.9684454951027537	78.84245313683927
GOTERM_BP_DIRECT	GO:0060997~dendritic spine morphogenesis	2	0.00777665448324131	0.09431022222978873	EPHB3, EPHB1	139	12	16792	20.134292565947245	1.0	0.9684454951027537	78.84245313683927
GOTERM_BP_DIRECT	GO:0022409~positive regulation of cell-cell adhesion	2	0.00777665448324131	0.09431022222978873	MYO10, CITED2	139	12	16792	20.134292565947245	1.0	0.9684454951027537	78.84245313683927
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	9	0.034994945174585894	0.09439336818154154	NCAM1, ARHGEF2, ARHGAP6, FYN, RGS16, DENND3, ELMO1, SRGAP2, STARD13	139	565	16792	1.9243394664799134	1.0	0.9644102514228918	78.87288740320633
GOTERM_BP_DIRECT	GO:0051056~regulation of small GTPase mediated signal transduction	4	0.01555330896648262	0.0983479947862472	ARHGEF2, ARHGAP6, SRGAP2, STARD13	139	134	16792	3.6061419521099536	1.0	0.9653629290944085	80.27398787065349
